1000 200000
89 398 457
575 772 507
544 130 335
372 811 879
452 498 378
590 366 593
40 241 763
973 28 670
138 179 808
196 68 625
84 662 190
765 538 866
451 993 848
514 859 299
426 679 263
299 219 4
103 19 761
692 520 686
911 606 296
813 450 975
912 188 73
923 906 75
202 725 150
738 986 570
495 581 540
979 944 668
278 722 481
171 878 73
946 38 596
754 883 73
346 504 974
131 889 650
481 445 782
456 240 127
970 865 556
588 162 144
100 487 464
507 127 380
287 228 678
391 80 148
316 479 801
934 15 378
857 616 125
768 142 144
72 696 591
101 305 62
505 859 151
731 580 621
240 378 988
157 188 712
2 22 853
950 417 732
461 842 756
350 708 84
967 123 714
972 458 770
514 405 626
572 951 658
992 727 695
59 474 618
782 120 972
142 831 987
627 975 552
594 985 136
207 289 617
102 951 517
278 976 232
857 13 197
308 824 139
97 227 487
852 853 40
252 967 916
45 242 587
177 95 37
784 358 206
682 900 335
343 843 64
908 97 970
713 971 865
874 660 512
446 640 987
931 196 497
162 624 682
580 827 656
583 257 501
124 469 562
548 831 605
305 919 917
441 743 236
821 216 228
609 800 340
584 324 99
947 411 267
632 690 505
136 946 451
690 608 436
464 88 644
766 8 658
656 904 329
825 99 374
204 59 288
497 789 797
717 455 318
849 611 869
723 402 523
391 946 149
77 862 711
232 475 602
725 772 951
462 688 298
769 869 321
938 222 571
541 460 624
404 349 508
378 119 868
88 883 722
76 843 279
973 617 993
329 832 164
385 235 645
897 510 186
285 336 341
981 94 509
766 940 730
753 765 658
686 494 736
939 386 190
655 822 123
76 311 27
153 79 230
637 623 963
452 322 459
467 820 555
291 92 74
511 876 677
995 402 369
239 594 902
671 276 397
840 641 515
773 258 153
816 646 584
123 667 520
355 126 821
581 990 943
901 373 569
992 772 397
908 898 714
111 449 44
839 10 277
350 899 546
276 73 623
774 966 775
634 606 960
525 934 366
520 949 424
646 361 876
355 448 328
985 596 351
837 365 655
408 962 946
919 561 917
809 144 920
125 482 267
784 352 725
21 471 585
906 482 916
75 493 198
10 835 985
376 33 708
694 393 868
369 683 330
602 883 844
434 53 385
283 554 848
49 262 565
455 379 182
64 621 116
270 83 489
586 565 5
36 586 301
237 339 268
862 303 399
405 135 877
965 517 458
501 677 105
210 717 146
712 359 103
17 927 293
268 423 306
111 259 425
462 575 696
975 55 506
729 552 876
805 314 971
24 745 765
158 83 163
889 568 138
617 700 878
688 552 9
642 184 790
395 554 277
869 424 936
835 583 14
222 532 733
269 304 674
372 608 494
363 739 154
536 726 266
274 869 715
902 380 27
114 871 89
741 205 596
206 457 252
3 535 420
761 873 499
882 172 310
93 385 501
472 500 196
332 15 643
300 909 714
204 767 969
341 859 170
73 154 249
912 945 645
724 885 885
668 493 610
462 651 534
539 434 990
305 817 923
503 345 110
959 985 246
142 922 840
76 776 474
760 783 848
996 40 183
13 112 888
368 464 0
120 128 281
278 165 448
68 945 674
959 951 159
183 625 99
731 899 82
611 208 933
482 131 650
93 473 383
519 192 10
51 426 622
333 604 740
392 895 223
502 719 315
787 571 521
522 831 845
302 601 635
143 298 951
210 947 842
551 343 663
180 479 732
925 125 575
165 595 558
752 780 573
597 666 747
159 454 533
307 473 830
212 108 862
650 615 23
502 845 767
820 13 30
576 203 299
964 347 30
310 224 165
39 972 312
692 49 571
829 666 705
722 57 608
252 437 106
558 267 970
612 460 733
775 50 746
103 563 351
207 616 6
400 514 1
977 407 358
154 667 190
500 953 749
543 729 754
763 524 164
955 297 611
603 241 326
725 127 66
457 250 350
52 610 1
775 539 221
189 776 724
965 574 117
442 698 169
519 207 529
616 73 459
16 313 481
482 358 24
2 536 276
655 690 154
427 404 693
62 148 516
783 29 268
257 356 495
175 311 826
800 725 898
807 126 265
626 602 312
146 316 788
90 7 963
559 823 692
759 408 501
107 526 102
576 427 572
367 706 178
645 787 975
289 981 503
126 185 981
798 749 432
648 786 345
692 804 736
127 844 731
13 691 276
966 90 750
173 781 461
909 294 429
558 586 904
825 700 596
907 121 227
544 12 226
523 998 847
505 508 648
564 596 630
76 34 972
946 67 902
136 111 550
658 106 463
718 752 387
521 986 173
880 750 16
438 404 364
813 759 652
526 630 285
683 953 256
290 15 300
661 45 987
853 713 304
706 831 855
365 796 945
517 375 114
107 352 638
330 184 9
950 619 595
573 431 402
693 817 504
780 623 211
318 486 828
588 879 42
671 343 54
727 802 678
4 733 144
734 253 104
987 899 323
649 715 436
977 138 323
817 255 39
670 213 847
360 853 50
531 401 725
901 681 904
806 135 945
582 782 597
543 685 608
798 474 949
987 468 564
461 26 187
568 470 884
220 636 423
570 504 290
772 132 883
408 206 859
439 630 465
543 978 328
268 922 63
458 47 242
832 421 89
386 582 282
863 105 862
229 636 865
646 891 892
743 268 394
60 729 941
823 227 156
179 106 838
600 524 769
51 31 8
467 867 529
743 464 462
540 330 717
776 354 169
244 386 373
988 131 812
765 115 928
766 659 872
164 146 684
370 351 334
210 591 756
247 656 52
387 150 688
257 223 821
397 657 256
699 338 499
712 272 64
787 360 292
231 270 498
430 642 479
146 354 583
320 569 251
579 861 377
811 247 728
164 316 574
154 60 53
93 997 292
926 129 227
845 5 795
617 464 830
860 667 383
980 402 288
813 68 786
44 482 958
773 74 871
348 306 271
873 336 745
387 891 515
954 88 715
17 446 879
35 359 209
72 493 703
834 447 198
612 738 243
763 864 966
309 105 560
16 6 30
504 161 187
552 214 406
802 294 364
158 900 216
630 153 574
818 24 566
533 67 505
203 350 185
578 904 437
885 27 712
875 506 482
983 359 9
582 271 980
230 273 820
331 722 464
653 880 553
437 195 183
27 673 96
206 723 628
882 401 354
6 60 697
43 781 70
338 332 61
49 668 262
646 367 453
681 382 854
538 752 610
424 901 303
242 107 801
265 319 217
33 886 861
418 143 182
792 582 720
704 781 877
224 105 989
667 119 793
462 948 29
892 558 374
85 122 400
563 406 55
815 570 141
614 822 944
422 93 860
210 756 891
585 732 619
905 867 383
675 70 611
480 178 177
25 407 238
15 468 583
382 744 642
743 489 110
263 641 582
119 320 11
575 446 558
592 106 357
637 243 861
846 534 364
977 7 601
524 118 848
18 943 787
1000 756 958
464 27 591
593 837 135
886 91 425
862 958 677
612 23 813
7 886 245
206 404 911
75 445 606
576 178 700
649 186 714
226 930 492
389 510 174
481 795 759
285 281 450
11 288 997
528 875 719
869 170 467
404 642 800
204 693 914
230 583 294
617 734 470
672 421 802
115 154 588
830 180 616
318 643 145
23 797 820
487 95 368
910 443 411
415 1000 729
817 924 305
544 663 862
556 688 861
926 170 939
318 319 458
818 863 985
873 271 756
292 442 670
302 947 675
892 976 856
533 847 926
627 817 337
401 428 963
182 535 536
365 390 38
150 583 897
987 911 107
877 691 633
741 478 647
789 271 416
472 626 39
970 575 759
28 142 984
49 672 526
935 118 975
758 624 239
840 100 905
507 934 300
283 701 53
689 10 890
660 315 293
497 530 784
407 364 209
695 874 63
453 569 76
7 557 854
364 576 653
427 627 633
526 971 996
891 672 484
476 514 912
157 698 414
394 11 69
569 749 61
551 203 518
576 702 430
699 118 334
368 726 876
936 72 172
173 285 649
800 257 838
195 147 788
483 749 886
572 585 244
591 476 209
566 408 324
728 813 67
272 742 691
181 600 516
553 370 793
53 197 493
649 291 911
92 377 256
159 48 782
103 119 498
642 926 493
913 893 441
110 869 699
858 418 814
719 235 23
536 263 891
151 293 58
928 880 394
207 758 434
150 651 93
981 446 189
688 13 922
813 615 673
525 76 582
619 802 275
997 894 872
838 422 148
798 183 762
113 735 256
457 893 999
162 487 919
860 624 770
672 178 332
23 815 218
711 736 335
293 930 903
188 75 390
147 289 214
737 522 905
477 385 94
924 153 618
24 120 890
184 55 956
697 621 272
115 166 669
890 464 592
199 440 361
226 211 293
206 385 473
104 476 466
544 581 297
635 544 60
470 666 958
384 139 869
112 173 350
652 172 268
170 171 688
679 817 771
962 613 563
215 534 8
357 887 452
346 501 363
460 653 619
239 494 387
228 817 831
97 647 299
125 591 98
366 909 782
278 714 216
264 682 401
381 9 249
443 12 557
242 973 453
73 654 877
671 798 885
90 76 562
646 207 692
318 233 949
567 540 265
163 105 122
240 883 898
470 398 516
277 481 295
81 741 987
891 734 880
411 436 801
12 712 165
890 838 260
968 660 552
501 166 354
425 643 365
716 443 916
670 246 705
737 405 150
782 241 702
349 990 251
533 289 654
973 500 442
345 425 571
202 164 54
124 340 331
26 172 551
684 505 338
518 544 494
778 294 889
860 631 107
837 838 757
21 704 137
403 545 761
811 893 700
78 99 875
143 980 574
190 693 403
130 21 41
51 363 122
830 307 106
631 823 206
342 190 471
922 133 780
153 441 538
398 927 861
55 274 940
422 994 285
859 701 152
328 997 419
394 796 785
338 556 789
508 74 640
659 918 534
231 898 322
357 115 674
102 41 329
621 163 842
149 858 851
753 600 941
814 951 715
354 25 36
335 813 698
957 40 941
685 628 544
497 117 533
985 485 231
605 965 758
560 833 581
805 515 94
625 90 867
386 879 931
385 774 209
555 327 923
91 98 604
21 249 674
632 511 869
297 100 817
723 207 823
123 260 146
400 58 732
15 86 486
735 133 718
168 856 639
138 193 231
899 54 110
15 5 512
973 323 926
787 463 397
745 670 406
494 480 668
201 665 9
267 508 623
197 31 233
695 714 524
586 781 32
869 634 825
350 328 350
973 496 788
236 813 949
430 128 738
49 409 755
377 992 326
546 353 125
484 529 656
17 433 358
829 436 894
606 582 839
501 82 56
455 235 64
787 561 222
322 192 725
785 739 9
615 794 489
773 362 153
29 177 124
46 408 380
141 728 720
955 741 840
55 591 744
642 286 988
813 250 177
298 516 103
141 387 334
955 595 262
525 1000 996
865 133 97
355 595 155
559 774 177
534 549 69
101 513 675
469 600 144
504 495 7
257 964 933
610 30 169
858 919 231
682 225 970
197 578 559
731 609 617
3 757 572
241 289 487
733 151 565
559 495 210
243 593 329
369 520 284
830 362 497
391 636 448
598 317 470
285 547 987
879 245 996
681 398 301
891 1000 247
417 24 751
769 704 565
439 708 289
270 368 773
809 646 504
602 234 139
706 525 796
963 243 76
446 947 405
229 926 319
21 536 20
253 761 867
869 267 827
847 340 941
54 98 215
735 585 14
877 27 98
651 13 906
629 855 758
708 578 108
502 743 241
912 453 115
145 490 735
371 679 729
225 328 368
875 806 411
248 310 276
1000 645 558
461 487 502
650 429 86
477 708 469
226 850 637
728 328 948
933 48 828
87 88 714
446 999 483
279 504 393
78 595 300
515 560 295
342 232 94
158 595 28
168 946 318
340 271 320
463 633 746
128 96 246
548 118 788
420 45 663
392 88 757
106 195 777
349 207 69
401 657 576
75 302 440
104 189 835
882 330 48
437 565 991
831 377 72
799 977 354
597 972 787
140 736 67
172 876 540
219 116 460
273 411 933
811 919 294
176 857 93
392 865 773
481 728 1
160 839 524
895 711 155
136 64 900
384 943 650
748 799 375
817 769 648
626 824 424
386 521 274
277 867 930
121 962 680
929 668 891
437 221 188
459 336 244
394 983 351
726 255 117
204 696 263
355 178 625
60 296 130
467 550 637
478 71 682
864 762 722
471 384 185
464 742 714
652 49 829
40 611 938
921 798 359
106 376 0
721 87 357
48 919 971
811 27 767
808 614 684
608 595 334
961 705 525
217 409 737
424 92 726
365 424 608
962 123 852
571 711 894
491 602 835
576 305 617
271 634 749
812 221 703
718 132 155
932 287 954
388 541 880
806 212 479
885 431 649
307 332 698
666 150 795
19 579 154
767 518 44
479 916 366
472 545 817
547 954 937
991 254 804
30 646 145
585 174 487
254 59 280
460 124 53
655 834 432
653 113 943
174 700 564
312 34 69
952 148 956
747 837 510
850 479 565
697 869 890
825 336 539
961 833 645
497 183 868
409 189 151
391 595 459
36 650 524
56 865 657
370 551 132
861 101 810
799 296 528
529 112 551
8 915 896
106 908 267
162 61 530
947 686 990
134 117 169
292 616 406
938 455 165
694 11 568
535 151 311
887 95 529
415 8 416
414 683 224
929 14 642
905 851 748
604 481 415
182 434 758
810 568 844
867 637 719
513 736 904
847 270 574
141 989 361
993 351 700
875 948 192
691 386 311
710 908 11
834 725 12
821 975 155
255 226 88
650 313 893
318 395 418
203 265 568
134 472 597
339 219 261
877 647 14
936 10 677
793 419 953
744 300 584
284 596 393
532 692 196
47 207 976
25 319 739
511 199 49
918 1000 614
864 759 669
926 169 377
331 547 611
547 528 601
121 971 921
257 545 78
519 826 545
838 110 563
91 818 79
18 665 987
193 549 321
440 510 721
665 475 436
607 186 816
904 832 888
832 968 515
72 740 461
435 222 870
428 561 719
334 695 450
631 512 598
930 658 692
971 94 460
28 847 243
346 669 38
219 208 783
408 355 352
198 261 862
82 491 480
788 388 748
708 453 749
973 383 547
72 881 160
662 903 658
182 555 666
853 786 885
982 195 530
562 552 477
359 873 152
38 165 111
143 423 599
559 949 292
1 583 93
899 376 704
579 568 430
905 340 484
635 294 70
458 579 314
573 33 424
336 532 100
89 77 680
590 849 85
306 932 326
816 598 811
498 745 156
701 843 604
878 862 95
415 428 534
317 150 799
775 955 93
210 781 281
477 51 791
384 513 355
228 548 972
75 715 403
637 730 299
287 92 513
18 119 460
145 511 329
676 954 746
294 861 834
70 961 141
164 401 877
446 969 196
759 29 343
993 684 216
932 661 252
104 298 435
808 253 483
735 793 791
217 340 701
25 32 679
390 329 312
897 519 430
881 328 215
467 698 858
864 234 509
209 298 164
797 845 336
537 931 182
46 597 976
292 99 56
769 549 847
30 531 25
789 853 204
889 507 753
5 841 401
70 952 848
375 64 51
440 965 613
120 514 4
372 114 153
745 107 611
559 142 228
840 125 162
81 724 356
593 770 337
536 849 497
165 37 419
15 49 798
328 314 265
488 97 278
393 496 768
435 382 811
117 204 753
211 113 50
608 321 780
431 228 775
129 943 924
255 691 745
881 105 666
376 226 985
765 318 854
665 167 807
910 755 19
829 928 44
198 444 796
551 595 143
341 187 296
121 105 644
981 43 452
847 649 176
675 676 640
716 506 780
892 734 566
593 826 595
990 652 568
540 201 7
123 601 563
557 673 617
822 878 16
569 919 182
5 559 933
405 548 801
640 87 894
345 500 998
817 153 835
272 226 494
670 458 788
663 22 247
803 405 195
80 53 833
965 221 297
928 244 369
157 508 560
677 259 12
521 553 481
228 881 292
242 883 810
827 973 188
119 826 66
407 988 75
486 806 679
658 617 145
111 104 123
923 911 917
716 298 674
157 761 962
543 564 714
905 983 841
592 3 8
889 458 840
500 460 149
18 893 793
783 160 412
350 897 529
235 488 850
487 755 144
992 912 627
217 119 921
127 573 726
459 756 82
941 229 482
747 662 180
621 35 645
12 269 334
688 706 840
396 519 234
226 797 405
14 858 173
814 146 68
825 737 884
295 594 465
697 823 834
367 546 168
743 897 493
401 366 371
749 980 811
139 725 690
896 859 656
406 862 435
805 865 497
273 211 146
213 697 599
243 309 62
449 999 859
214 382 150
77 978 957
584 688 153
345 872 504
701 151 578
231 971 598
966 36 647
418 50 256
621 625 43
652 696 18
714 764 212
